Gene Symbol,gene description from mart,GO from mart,GO from mart,ENTREZ GENE ID,biological process,Fold change
Os01g0126600,Paralog of FACTOR OF DNA METHYLATION LIKE ,GO:0031047,gene silencing by RNA,4331468,single organism process,4.000917881
Os01g0126900,Multicopper oxidas,GO:0016491,oxidoreductase activity,4332741,single organism process,-1.87644396
Os01g0127000,"Multicopper oxidase, Maintenance of Pi homeostasi",GO:0005507,copper ion binding,4333123,single organism process,1.521832431
Os01g0127100,Hypothetical protein,,,4333124,single organism process,-1.585383807
Os01g0127200,"Multicopper oxidase, Maintenance of Pi homeostasi",GO:0005507,copper ion binding,4349271,single organism process,-1.74799846
Os01g0127300,SufBD family protein,GO:0010027,thylakoid membrane organization,4347720,single organism process,-1.810074507
Os01g0127300,,,,4347721,single organism process,-1.023962384
Os01g0127300,SufBD family protein,GO:0010027,thylakoid membrane organization,4347721,single organism process,-3.352860694
Os01g0127400,Protein of unknown function DUF3326 domain containing protein,,,,single organism process,3.305111957
Os01g0127450,Similar to MYBL2 (ARABIDOPSIS MYB-LIKE 2); DNA binding / transcription factor,GO:0043565,sequence-specific DNA binding,,single organism process,1.797753573
Os01g0127500,NAD(P)-binding domain containing protein,GO:0050662,obsolete coenzyme binding,,single organism process,-1.428396194
Os01g0127600,Similar to Bowman-Birk type proteinase inhibitor D-II precursor (IV),GO:0005576,extracellular region,4339196,single organism process,-2.500468498
Os01g0127700,Conserved hypothetical protein,,,4342121,single organism process,-1.671201447
Os01g0127900,Mannose-6-phosphate isomerase domain containing protein,GO:0009298,GDP-mannose biosynthetic process,4334001,single organism process,-2.055737105
Os01g0128000,Myb transcription factor domain containing protein,GO:0043565,sequence-specific DNA binding,4333021,single organism process,2.457021176
Os01g0128100,Similar to Bifunctional nuclease (Fragment),GO:0006308,DNA catabolic process,4341948,single organism process,-2.186093275
Os01g0128200,Hypothetical gene,,,9270782,single organism process,-0.953198527
Os01g0128200,Similar to Nuclease I,GO:0006308,DNA catabolic process,4347806,single organism process,-1.614733867
Os01g0128300,Similar to predicted protein,GO:0009688,abscisic acid biosynthetic process,4335430,single organism process,1.249502867
Os01g0128400,"Protein of unknown function DUF2359, TMEM214 domain containing protein",GO:0016020,membrane,4336290,single organism process,-1.150885202
Os01g0128700,Conserved hypothetical protein,,,4339913,single organism process,-2.399172779
Os01g0128700,,,,4350330,single organism process,-2.481999605
Os01g0128800,Similar to plant synaptotagmin,GO:0016021,integral component of membrane,4325051,single organism process,-1.801465554
Os01g0129200,"C2H2 zinc-finger transcription factor, Floral organ identity, Cellular proliferatio",GO:0003676,nucleic acid binding,,single organism process,-1.075350823
Os01g0129500,Protein of unknown function DUF1666 family protein,GO:0016021,integral component of membrane,4328883,single organism process,1.502399743
Os01g0129600,Similar to LBD40 (LOB DOMAIN-CONTAINING PROTEIN 40),GO:0007275,multicellular organism development,,single organism process,2.21472732
Os01g0129800,Conserved hypothetical protein,,,4332976,single organism process,2.296129785
Os01g0130000,,,,4325877,single organism process,1.844013208
Os01g0130100,Hypothetical gene,,,9269603,single organism process,2.436431691
Os01g0130400,Similar to Alpha-xylosidase precursor (Fragment),GO:0030246,carbohydrate binding,4328546,single organism process,2.163875947
Os01g0130500,Similar to Alpha-xylosidase precursor (Fragment),,,,single organism process,-3.275364753
Os01g0130900,Conserved hypothetical protein,,,4334541,single organism process,4.631775453
Os01g0131300,Conserved hypothetical protein,,,4348153,single organism process,0.980895066
Os01g0131300,Conserved hypothetical protein,,,4348153,single organism process,1.993478077
Os01g0131450,,,,,single organism process,-1.638820769
Os01g0131600,Hypothetical conserved gene,GO:0016021,integral component of membrane,4336661,single organism process,-1.15735818
Os01g0131600,Hypothetical conserved gene,GO:0003677,DNA binding,4336662,single organism process,-2.804371473
Os01g0131800,Signal peptidase 22 kDa subunit family protein,GO:0005787,signal peptidase complex,4324828,single organism process,2.855506737
Os01g0132000,Similar to Wound-induced protease inhibitor (WIP1),GO:0005576,extracellular region,4334564,single organism process,-1.482347169
Os01g0132100,Hypothetical protein,,,,single organism process,4.111653583
Os01g0132100,Leucine-rich repeat domain containing protein,GO:0016021,integral component of membrane,,single organism process,3.250842529
Os01g0132200,Conserved hypothetical protein,,,4332953,single organism process,1.452597643
Os01g0132400,Conserved hypothetical protein,GO:0016021,integral component of membrane,4333109,single organism process,3.074416702
Os01g0132400,Conserved hypothetical protein,GO:0016021,integral component of membrane,,single organism process,-2.060418088
Os01g0132400,,,,4349274,single organism process,2.300409077
Os01g0132500,Protein of unknown function DUF1639 domain containing protein,,,4331853,single organism process,3.814968017
Os01g0132500,,,,4336008,single organism process,2.609381895
Os01g0132766,,,,4330128,single organism process,2.948349907
Os01g0132766,"Zinc finger, C2H2-like domain containing protein",GO:0043565,sequence-specific DNA binding,4336006,single organism process,3.090589526
Os01g0132800,Peptidyl-tRNA hydrolase family protein,GO:0008380,RNA splicing,4334118,single organism process,-1.511585093
Os01g0132800,Peptidyl-tRNA hydrolase family protein,GO:0008380,RNA splicing,,single organism process,-1.743843876
Os01g0133100,Conserved hypothetical protein,GO:0016021,integral component of membrane,4332756,single organism process,-2.429596942
Os01g0133100,Conserved hypothetical protein,GO:0016021,integral component of membrane,4332756,single organism process,1.62582174
Os01g0133200,Conserved hypothetical protein,,,4334535,single organism process,-2.376887738
Os01g0133400,Similar to Hexose transporter (Fragment),GO:0022857,transmembrane transporter activity,4336092,single organism process,3.255113881
Os01g0133400,Similar to Hexose transporter (Fragment),GO:0022857,transmembrane transporter activity,4336093,single organism process,3.230360441
Os01g0133400,Similar to Hexose transporter (Fragment),GO:0022857,transmembrane transporter activity,9272124,single organism process,-2.388316279
Os01g0133500,Beta-lactamase-like domain containing protein,GO:0009536,plastid,4330836,single organism process,3.409851507
Os01g0133600,Hypothetical conserved gene,GO:0008375,acetylglucosaminyltransferase activity,,single organism process,-1.453056977
Os01g0133700,"Glycosyl transferase, family 14 domain containing protein",GO:0008375,acetylglucosaminyltransferase activity,4349275,single organism process,2.124042635
Os01g0133700,"Glycosyl transferase, family 14 domain containing protein",GO:0008375,acetylglucosaminyltransferase activity,4349276,single organism process,3.868536357
Os01g0133900,Similar to predicted protein,,,4336007,single organism process,4.761639719
Os01g0134200,Similar to Universal stress protein family protein,,,4336006,single organism process,-1.053932111
Os01g0134200,Similar to Universal stress protein family protein,,,4339625,single organism process,1.623799973
Os01g0134500,Similar to Delta-7-sterol-C5(6)-desaturase (EC 1.3.3.-) (Delta-7-C-5 sterol desaturase) (Delta7-sterol-C5-desaturase),GO:0005789,endoplasmic reticulum membrane,4325653,single organism process,1.390892955
Os01g0134500,Similar to Delta-7-sterol-C5(6)-desaturase (EC 1.3.3.-) (Delta-7-C-5 sterol desaturase) (Delta7-sterol-C5-desaturase),GO:0005789,endoplasmic reticulum membrane,4325653,single organism process,1.603810553
Os01g0134700,,,,4332614,single organism process,-2.152855133
Os01g0134800,"Similar to (1,4)-beta-xylan endohydrolase, isoenzyme X-II (EC 3.2.1.8) (Fragment)",GO:0005975,carbohydrate metabolic process,4334392,single organism process,-2.036075544
Os01g0134900,"(1,4)-beta-xylan endohydrolase, isoenzyme X-II (EC 3.2.1.8) (Fragment)",GO:0016798,"hydrolase activity, acting on glycosyl bonds",4345997,single organism process,-1.996809758
Os01g0134900,"(1,4)-beta-xylan endohydrolase, isoenzyme X-II (EC 3.2.1.8) (Fragment)",GO:0016798,"hydrolase activity, acting on glycosyl bonds",4345998,single organism process,4.093947335
Os01g0135000,"Similar to 1,4-beta-D xylan xylanohydrolase (Fragment)",,,4345996,single organism process,-1.358058494
Os01g0135400,Conserved hypothetical protein,,,4341038,single organism process,2.287469323
Os01g0135400,Conserved hypothetical protein,,,4349277,single organism process,-2.022470857
Os01g0135700,EF-HAND 2 domain containing protein,GO:0005509,calcium ion binding,4334451,single organism process,2.612985919
Os01g0135800,Similar to Cytosolic class I small heat shock protein 3B (Fragment),GO:0051082,unfolded protein binding,4334368,single organism process,4.102804922
Os01g0135900,Similar to Cytosolic class I small heat shock protein 3C (Fragment),GO:0051082,unfolded protein binding,4324110,single organism process,4.296962008
Os01g0136000,Similar to Cytosolic class I small heat-shock protein HSP17.5,GO:0051082,unfolded protein binding,4349281,single organism process,4.354625465
Os01g0136100,16.9 kDa class I heat shock protein 1,GO:0051082,unfolded protein binding,4337294,single organism process,-1.707851699
Os01g0136100,,,,4349279,single organism process,3.217340821
Os01g0136200,16.9 kDa class I heat shock protein 1,GO:0051082,unfolded protein binding,4337293,single organism process,-1.0899305
Os01g0136300,Conserved hypothetical protein,,,,single organism process,1.634344202
Os01g0136400,"Protein kinase, core domain containing protein",GO:0007166,cell surface receptor signaling pathway,4324734,single organism process,1.317026237
Os01g0136500,Conserved hypothetical protein,GO:0030247,polysaccharide binding,,single organism process,2.366989383
Os01g0136600,Conserved hypothetical protein,,,4327253,single organism process,1.3538488
Os01g0136700,,,,4349284,single organism process,-3.101493255
Os01g0136700,,,,4349286,single organism process,1.235534331
Os01g0136700,Conserved hypothetical protein,GO:0030247,polysaccharide binding,,single organism process,3.294277245
Os01g0136800,"Protein kinase, core domain containing protein",GO:0030247,polysaccharide binding,4341975,single organism process,1.026767738
Os01g0137250,Similar to Stress-induced receptor-like kinase 2,GO:0005524,ATP binding,4349287,single organism process,4.096090388
Os01g0137300,Hypothetical protein,,,4342086,single organism process,1.803972808
Os01g0137300,Hypothetical protein,,,9266840,single organism process,2.898318353
Os01g0137400,"Protein kinase, catalytic domain domain containing protein",GO:0030247,polysaccharide binding,,single organism process,2.360360963
Os01g0137500,"Protein kinase, catalytic domain domain containing protein",GO:0005524,ATP binding,4342010,single organism process,1.416284517
Os01g0137950,Similar to predicted protein,GO:0004672,protein kinase activity,4331505,single organism process,2.319775118
Os01g0138100,Conserved hypothetical protein,,,4343770,single organism process,-1.983741736
Os01g0138300,Conserved hypothetical protein,GO:0030247,polysaccharide binding,,single organism process,-0.133637587
Os01g0138400,Serine/threonine protein kinase domain containing protein,GO:0030247,polysaccharide binding,4346097,single organism process,-2.229469937
Os01g0138500,Protein of unknown function DUF789 family protein,,,4333784,single organism process,5.215793149
Os01g0138600,"phosphotransferase system, PEP-utilising enzyme, N-terminal domain containing protein",GO:0003006,developmental process involved in reproduction,4332364,single organism process,1.685158482
Os01g0138800,Peptidase C26 domain containing protein,GO:0016787,hydrolase activity,4329266,single organism process,1.834461312
Os01g0138900,Mandelate racemase/muconate lactonizing enzyme family protein,GO:0016855,"racemase and epimerase activity, acting on amino acids and derivatives",4347978,single organism process,-1.377350011
Os01g0139000,Reticulon family protein,GO:0005789,endoplasmic reticulum membrane,4329181,single organism process,5.480808056
Os01g0139000,Reticulon family protein,GO:0005789,endoplasmic reticulum membrane,,single organism process,1.900236823
Os01g0139200,Octicosapeptide/Phox/Bem1p domain containing protein,,,4337242,single organism process,2.748355001
Os01g0139200,,,,4337243,single organism process,1.892605539
Os01g0139600,Similar to Lipid phosphate phosphatase 2 (EC 3.1.3.-) (AtLPP2) (Phosphatidic acid phosphatase 2) (AtPAP2) (Prenyl diphosphate phosphatase),GO:0016311,dephosphorylation,9266068,single organism process,-2.218555401
Os01g0139700,Conserved hypothetical protein,,,4349288,single organism process,-2.498483501
Os01g0139900,Conserved hypothetical protein,,,4336005,single organism process,-2.186996759
